route_short_name,n_paradas,crimes_medio,crimes_max,crimes_total,pct_sem_crime,price,crimes_dia_max,crimes_dia_min,crimes_dia_std,crimes_hora_max,crimes_hora_min,crimes_hora_std,nivel_perigo_score,cluster,perfil_risco,route_id,indicador_ar_condicionado,duracao_viagem,ano_fabricacao,crimes_pico_manha,crimes_pico_tarde,crimes_noturnos,crimes_fim_semana
LECD144,73,5.64,23.0,1112.0,26.9,5.0,82,12,23.660294246046977,51,0,13.27196019946684,3.81,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,36,126,106,72
LECD145,51,7.2,23.0,590.0,18.29,5.0,80,12,23.69950773047125,51,0,11.332587358228663,2.57,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,35,91,96,51
LECD146,73,6.48,23.0,933.0,11.81,5.0,102,20,27.69132578641774,52,0,15.365121428799029,4.34,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,50,124,143,100
LECD147,152,6.79,39.0,5895.0,22.7,5.0,198,73,44.48113564840076,88,5,20.199009876724155,21.06,2,Alto Risco,O0665AAVAA,0.0,77.47,2010.03,125,202,349,169
LECD148,137,7.74,32.0,2122.0,18.25,5.0,170,109,22.217539189096698,82,15,20.261291359047966,11.25,0,Médio Risco,O0685AAVAA,0.0,93.3,2011.0,147,208,391,260
SN007,60,5.58,21.0,1005.0,25.0,5.0,82,22,22.01081985015984,35,0,10.932516980834372,4.42,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,62,61,149,51
SN104,214,3.35,20.0,1325.0,33.33,5.0,179,24,50.05568327943819,75,4,20.622864404148228,9.63,0,Médio Risco,O0104AAN0A,0.0,68.62,2010.0,94,234,207,141
SN133,77,5.61,18.0,814.0,2.07,5.0,134,40,33.074950959183305,107,0,21.876464754272515,5.83,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,23,171,92,88
SN209,142,3.31,13.0,884.0,22.47,5.0,147,34,39.58474934810603,83,0,19.70098025958114,6.89,0,Médio Risco,O0209AAN0A,1.0,27.95,2014.06,45,183,127,82
SN232,148,5.4,40.0,1545.0,19.58,5.0,202,81,46.09410663703839,85,7,19.736672259630243,10.28,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,104,242,261,184
SN238,159,5.95,28.0,2368.0,9.05,5.0,195,80,43.51792186915092,83,6,21.61517012910481,11.97,0,Médio Risco,O0238AAN0A,1.0,31.28,2016.0,116,222,347,226
SN265,191,5.87,26.0,3546.0,11.26,5.0,231,111,49.421414290529874,176,5,39.55346317676067,15.13,0,Médio Risco,O0265AAN0A,1.0,56.99,2017.0,83,414,235,342
SN298,214,6.01,26.0,3462.0,9.38,5.0,275,122,51.08629487259302,185,13,38.54695517966612,19.6,0,Médio Risco,O0298AAN0A,0.0,85.93,2011.0,157,450,289,295
SN302,183,2.21,14.0,1791.0,58.02,5.0,108,34,26.025628394590846,69,0,15.84841006061098,7.13,1,Baixo Risco,O0302AAN0A,1.0,69.3,2015.0,25,151,94,95
SN312,194,4.89,34.0,2764.0,17.35,5.0,284,42,76.89758185559604,121,0,24.979991993593593,18.45,0,Médio Risco,O0312AAN0A,0.0,42.5,2011.0,139,273,233,140
SN324,232,3.82,39.0,2380.0,42.22,5.0,218,70,51.43234113168206,85,0,25.994982793508107,17.41,0,Médio Risco,O0324AAN0A,1.0,67.84,2015.0,122,222,326,149
SN328,225,3.99,39.0,4728.0,38.62,5.0,221,82,50.48903699955919,106,0,27.61209039953122,18.47,2,Alto Risco,O0328AAN0A,0.15,69.4,2012.81,136,235,328,165
SN353,231,15.12,87.0,7801.0,6.98,5.0,545,370,57.291235929116716,273,32,60.06480497846846,41.98,2,Alto Risco,O0353AAN0A,0.0,69.25,2010.67,471,630,858,871
SN355,208,9.56,39.0,13339.0,9.03,5.0,363,163,76.32761467453808,186,21,40.09002550420161,53.8,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,333,290,697,335
SN363,186,5.19,24.0,1739.0,16.72,5.0,176,94,38.572134032349354,79,6,19.049087999775434,11.42,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,119,239,232,204
SN368,250,8.08,79.0,9340.0,25.43,5.0,380,187,74.75292636412303,168,24,40.48716024775677,39.25,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,195,548,594,421
SN383,247,6.8,77.0,3738.0,25.27,5.0,309,126,72.64722326158824,110,18,30.8291223133046,20.01,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,186,358,532,351
SN388,393,4.78,39.0,7991.0,31.18,5.0,360,162,70.96679303932025,194,17,44.454157302206,35.28,2,Alto Risco,O0388AAN0A,0.0,91.88,2011.0,201,490,598,349
SN393,257,5.45,37.0,4179.0,20.73,5.0,250,91,70.07343087280452,129,16,31.17130671497171,18.6,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,164,318,447,197
SN399,277,6.59,39.0,4843.0,13.06,5.0,330,143,74.71150864364554,161,12,39.00703671189954,25.3,2,Alto Risco,O0399AAN0A,0.0,69.7,2011.0,198,457,558,294
SN415,241,3.25,14.0,3010.0,31.03,5.0,159,62,30.432595307381476,110,3,25.259199787662386,14.27,0,Médio Risco,O0415AAN0A,1.0,42.0,2015.0,114,282,176,160
SN422,134,4.38,20.0,1169.0,15.73,5.0,111,56,22.34363657147366,84,5,17.118301080541197,7.14,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,67,199,179,146
SN457,225,5.22,20.0,4077.0,18.57,5.0,213,92,45.054464394827306,106,11,28.085144869109016,17.17,0,Médio Risco,O0457AAN0A,0.25,70.93,2013.75,109,381,333,300
SN474,168,4.05,12.0,1912.0,15.68,5.0,136,68,23.57965224510319,98,8,20.927367491993053,10.15,0,Médio Risco,O0474AAN0A,0.5,61.67,2012.25,71,255,168,159
SN483,255,3.33,17.0,3752.0,21.54,5.0,220,44,53.981037234869625,103,3,25.745936783686183,18.0,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,125,267,251,157
SN497,100,5.36,20.0,536.0,9.0,5.0,126,31,33.90603261396189,70,6,16.504720449054847,5.51,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,41,164,191,101
SN550,168,3.57,22.0,3223.0,46.9,5.0,114,44,22.903524370092665,59,3,15.42437136106551,12.07,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,37,176,139,162
SN554,338,0.82,7.0,1780.0,77.97,5.0,66,14,18.893183452038485,52,0,12.05234657529456,7.3,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,18,78,133,77
SN565,126,3.4,23.0,782.0,53.04,5.0,111,32,27.250163826506228,42,0,12.349969195525743,8.24,1,Baixo Risco,O0565AAN0A,0.0,51.72,2011.0,39,110,126,99
SN600,115,6.16,79.0,1355.0,32.73,5.0,120,88,12.233832869001711,60,11,14.286661459283408,11.75,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,67,168,217,186
SN624,321,5.82,77.0,10697.0,16.59,5.0,405,184,80.37916100463804,243,24,52.67866424527739,41.61,2,Alto Risco,O0624AAN0A,1.0,83.0,2017.0,179,623,392,486
SN629,175,7.47,54.0,2069.0,10.83,5.0,251,118,47.7787559885094,167,5,40.64979455177418,11.48,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,148,455,332,258
SN634,197,5.04,48.0,2992.0,35.02,5.0,218,81,47.43667458030859,109,6,24.49101432380243,14.96,0,Médio Risco,O0634AAN0A,0.304,88.33,2013.15,146,255,353,213
SN636,161,14.58,87.0,4696.0,11.8,5.0,378,285,37.54933262992008,204,23,44.0233798227089,26.45,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,418,386,634,696
SN639,237,7.05,40.0,3678.0,21.07,5.0,315,197,39.84912020299044,120,24,26.952319681835995,18.44,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,217,347,658,436
SN696,190,4.85,39.0,4686.0,39.75,5.0,176,103,25.79313308393756,102,4,21.56738681233875,19.04,0,Médio Risco,O0696AAN0A,1.0,89.34,2015.0,149,220,317,234
SN731,210,4.99,45.0,5027.0,36.05,5.0,224,82,51.95098422460119,103,5,25.50017760665628,19.52,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,156,168,362,172
SN779,138,4.43,77.0,3516.0,10.59,5.0,114,66,17.11724276862369,79,5,18.77305346052911,12.71,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,59,183,138,222
SN790,203,5.5,32.0,4220.0,34.68,5.0,225,106,45.23062594978676,114,14,28.61966360612116,14.87,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,163,275,397,305
SN794,205,4.89,77.0,4086.0,45.39,5.0,247,77,55.53334476647684,113,4,26.050084146850104,17.31,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,190,180,378,214
SN803,123,5.01,58.0,1782.0,51.12,5.0,113,50,19.672315572906,53,7,12.107534484953897,7.86,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,81,122,165,166
SN810,127,1.73,14.0,440.0,68.5,5.0,56,8,16.3284735238493,26,0,7.66509120548515,2.06,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,5,56,55,52
SN821,74,0.88,5.0,65.0,72.97,5.0,22,0,9.086882225022428,16,0,4.005204946899305,0.52,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,0,16,17,21
SN825,101,0.81,5.0,153.0,83.07,5.0,21,3,7.994045402971008,14,0,3.6769454083834154,0.66,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,12,18,28,24
SN840,102,1.55,6.0,291.0,64.89,5.0,35,10,9.96422170998389,19,0,5.503457411324345,1.71,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,19,47,51,48
SN846,48,0.62,2.0,54.0,96.55,5.0,11,0,4.0296519996266715,15,0,3.865257739311099,0.23,1,Baixo Risco,O0846AAN0A,0.0,14.0,2012.0,10,0,8,4
SN848,23,1.18,2.0,53.0,82.22,5.0,11,0,4.220133150686576,11,0,2.8023670119320947,0.26,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,7,0,0,0
SN853,152,2.6,29.0,395.0,57.24,5.0,110,25,28.61734405832206,77,0,15.770029821776182,3.43,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,23,87,88,78
SN857,164,0.63,6.0,370.0,89.12,5.0,35,2,10.589752458998138,41,0,10.150944126861633,3.04,1,Baixo Risco,O0857AAN0A,1.0,53.79,2014.67,14,17,10,42
SN861,127,6.12,79.0,3194.0,36.4,5.0,151,50,32.03049142539622,71,9,18.82831470903885,14.76,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,46,164,231,268
SN878,118,5.43,22.0,1923.0,36.44,5.0,146,43,33.75330671631617,65,3,16.912766381247827,11.16,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,40,197,192,192
SN880,83,6.52,35.0,1552.0,29.41,5.0,130,20,33.028847420168354,47,0,14.71664738127973,6.1,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,15,122,161,196
SN884,152,0.68,6.0,743.0,88.96,5.0,31,6,9.551863443229035,30,0,7.910733856282077,2.98,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,24,29,17,44
SN885,120,0.66,5.0,225.0,84.16,5.0,17,1,5.282495802626056,15,0,5.1862066224201655,0.97,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,5,33,0,27
SN893,50,0.44,4.0,22.0,96.0,5.0,6,0,2.4784787961282104,7,0,2.0624313778658907,0.09,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,0,2,9,3
SN895,78,0.71,5.0,55.0,87.18,5.0,20,0,7.104659772022195,12,0,3.5074971463828817,0.53,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,0,11,20,15
SN897,74,1.46,7.0,327.0,63.84,5.0,35,3,11.090536506409418,33,0,7.835144718103372,1.36,1,Baixo Risco,O0897AAN0A,1.0,32.0,2017.0,3,44,25,38
SN898,140,1.06,5.0,148.0,74.29,5.0,35,11,8.414839499926533,28,0,8.8448789736192,2.46,1,Baixo Risco,O0898AAN0A,0.0,59.27,2011.0,29,46,27,29
SN908,188,4.29,15.0,2548.0,6.4,5.0,191,92,38.913212347968596,117,3,28.140917395921154,9.57,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,96,235,244,203
SN919,179,6.32,24.0,1623.0,12.06,5.0,244,67,67.78326805762192,91,8,21.301110741944417,12.6,0,Médio Risco,O0919AAN0A,0.062,47.29,2010.56,142,262,388,167
SN954,109,5.92,79.0,1290.0,44.04,5.0,136,22,40.00595193813279,68,4,19.310534408204106,7.9,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,66,137,251,93
SP265,163,6.32,26.0,5774.0,9.42,5.0,210,96,47.21026926220104,167,5,38.04564383070358,13.15,0,Médio Risco,O0265AAP0A,0.758,71.46,2015.55,68,393,224,338
SP324,65,0.6,2.0,76.0,78.57,5.0,13,0,5.19156825558337,14,0,3.8313637031854544,0.44,1,Baixo Risco,O0324AAP0A,1.0,31.43,2014.97,0,8,27,24
SP328,64,1.1,7.0,129.0,70.09,5.0,21,3,7.033931367037248,12,0,3.583375463183411,0.52,1,Baixo Risco,O0328AAP0A,0.33,35.28,2013.04,14,16,33,39
SP343,109,4.06,13.0,884.0,18.35,5.0,105,37,22.10903715247509,54,0,12.967909109284605,5.61,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,49,140,113,102
SP389,93,7.89,45.0,1869.0,8.02,5.0,178,41,43.42810150121693,67,0,18.715983636407167,8.58,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,129,88,263,109
SP635,74,2.36,12.0,358.0,46.05,5.0,75,3,24.589002574709035,40,0,9.928731547631225,2.41,1,Baixo Risco,O0635AAP0A,0.25,53.6,2012.75,18,97,30,51
SP759,162,2.93,29.0,1598.0,45.5,5.0,101,43,21.125475480701358,73,0,17.048045916327695,7.4,0,Médio Risco,O0759AAP0A,0.132,71.11,2012.1,36,136,127,124
SP766,74,24.84,87.0,3676.0,1.35,5.0,288,231,22.13486799039879,187,19,39.56163783775637,21.67,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,374,276,451,518
SP795,116,3.81,17.0,1584.0,23.08,5.0,103,47,21.306158287039477,59,0,17.88854381999832,7.67,0,Médio Risco,O0795AAP0A,0.33299999999999996,44.61,2013.0,21,167,71,158
SP801,144,3.88,26.0,965.0,53.01,5.0,126,17,37.0353756241117,81,0,22.119856316853888,4.48,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,140,89,227,90
SP803,71,3.0,13.0,699.0,59.66,5.0,48,14,12.284329933079862,26,0,7.170288939663511,2.59,1,Baixo Risco,O0803AAP0A,0.14300000000000002,33.25,2011.71,46,57,72,42
SP805,51,1.79,4.0,266.0,56.38,5.0,25,0,9.015859043136947,21,0,6.762535327668983,1.13,1,Baixo Risco,O0805AAP0A,0.136,21.85,2011.79,1,10,60,17
SP810,115,5.65,79.0,3711.0,57.99,5.0,146,34,37.942312101650415,74,5,20.092133798571773,14.07,2,Alto Risco,O0810AAP0A,0.302,53.93,2011.96,65,130,266,108
SP864,66,1.7,13.0,287.0,69.82,5.0,34,4,10.46308704332476,20,0,5.051725203950814,1.24,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,44,10,30,23
SP918,120,3.84,29.0,1498.0,27.69,5.0,129,14,42.3337082848037,90,1,20.370303762151387,5.73,0,Médio Risco,O0918AAP0A,1.0,46.56,2014.5,62,66,122,65
SPA483,64,2.62,13.0,320.0,36.07,5.0,35,15,9.10781976942786,19,0,6.043171976390536,1.44,0,Médio Risco,O0483AAPAA,0.857,51.36,2013.57,18,40,61,51
SPA550,126,3.55,22.0,1993.0,47.59,5.0,91,39,18.96487982209923,57,3,15.041729394866994,9.45,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,33,166,116,153
SPA613,59,4.16,23.0,478.0,71.3,5.0,52,13,13.100345324419797,34,0,8.46722153836252,2.13,1,Baixo Risco,O0613AAPAA,0.3,50.7,2010.0,9,91,32,34
SPB483,86,6.22,37.0,1032.0,26.51,5.0,112,34,24.500728852132426,57,0,14.387431612549792,6.29,0,Médio Risco,O0483AAPBA,1.0,66.57,2014.0,75,108,212,104
SPB550,71,2.41,12.0,338.0,61.43,5.0,36,0,11.753418955472366,23,0,6.534052385748844,1.5,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,9,67,31,22
SR300,219,5.41,39.0,3525.0,24.39,5.0,230,89,53.671398785750384,115,4,28.703380601786513,16.46,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,128,286,385,190
SR328,148,4.57,37.0,1347.0,32.54,5.0,145,59,34.42244561190796,74,0,20.445003996228447,12.31,0,Médio Risco,O0328AAR0A,0.308,80.16,2013.0,106,159,252,121
SR342,212,6.81,39.0,5211.0,16.73,5.0,262,68,77.80255841062102,107,6,30.661192012904095,24.75,2,Alto Risco,O0342AAR0A,0.0,47.23,2011.0,153,262,466,152
SR355,204,9.62,39.0,9558.0,11.17,5.0,357,163,74.50663121654405,183,21,39.73134417742404,41.65,2,Alto Risco,O0355AAR0A,1.0,82.42,2015.0,332,283,691,335
SR378,267,6.25,39.0,3657.0,13.85,5.0,317,123,67.42579695664037,159,5,37.85668531697414,19.63,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,167,395,480,265
SR384,286,6.62,39.0,5955.0,15.13,5.0,338,153,67.62008718181448,159,5,41.273544005604954,36.38,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,187,492,545,336
SR386,226,5.61,39.0,2514.0,21.88,5.0,239,103,46.18389742055537,120,7,29.574978407871864,14.15,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,136,326,405,237
SR388,352,5.17,39.0,8885.0,32.19,5.0,343,154,62.97883242275402,197,17,44.11445505644988,36.44,2,Alto Risco,O0388AAR0A,0.35700000000000004,118.11,2012.39,186,479,583,344
SR393,257,5.68,39.0,2918.0,21.4,5.0,253,112,59.871688197503225,134,20,29.72625711923451,14.95,2,Alto Risco,O0393AAR0A,0.0,98.05,2011.22,179,319,483,244
SR397,302,5.51,39.0,4178.0,27.31,5.0,309,127,66.11209816523389,163,15,37.414540303028666,21.78,2,Alto Risco,O0397AAR0A,0.0,99.51,2011.4,223,396,537,284
SR399,267,6.69,39.0,4268.0,15.2,5.0,322,137,73.79217922168795,157,10,38.273519812535916,24.25,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,192,445,542,284
SV363,193,5.57,77.0,3364.0,20.2,5.0,210,105,39.85688683993556,88,9,22.866182865545785,15.08,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,132,286,311,293
SV384,180,7.19,37.0,5079.0,14.73,5.0,247,131,37.66519171153475,110,6,28.843625121418555,17.4,2,Alto Risco,O0384AAV0A,0.5,96.45,2014.0,122,352,424,278
SV391,234,5.71,77.0,2674.0,37.61,5.0,261,107,65.53879258373115,106,9,25.99243897863321,14.36,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,173,268,464,264
SV474,153,3.31,13.0,4515.0,26.08,5.0,97,43,18.62665780413601,47,0,13.516495558165698,14.33,0,Médio Risco,O0474AAV0A,0.706,53.88,2013.53,58,130,139,140
SV483,108,5.62,39.0,3015.0,27.61,5.0,114,40,26.469209425652434,57,0,15.067901866771853,10.99,0,Médio Risco,O0483AAV0A,0.474,72.58,2012.42,74,110,232,108
SV606,150,7.1,40.0,4095.0,11.44,5.0,191,64,46.72156634686772,91,13,24.167553706858975,14.92,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,98,280,340,302
SV624,275,6.34,77.0,9747.0,16.98,5.0,342,181,55.95533933415113,226,22,50.68442790329252,27.79,2,Alto Risco,O0624AAV0A,1.0,144.3,2017.0,145,578,407,472
SV669,192,6.67,40.0,5727.0,9.79,5.0,229,102,42.83078554586864,156,8,36.90447421914183,15.41,2,Alto Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,96,362,353,417
SV692,76,4.37,23.0,664.0,35.53,5.0,67,17,21.82397109340356,57,0,15.298953265321543,3.39,0,Médio Risco,O0692AAV0A,0.042,70.17,2010.21,1,142,103,126
SV777,197,4.55,32.0,4406.0,37.46,5.0,203,86,39.704863561989356,104,0,26.52968668044006,18.43,0,Médio Risco,O0777AAV0A,1.0,57.67,2019.0,170,202,350,273
SV790,212,7.26,45.0,6763.0,35.73,5.0,315,175,57.76100183803371,151,15,34.688573067355705,24.57,2,Alto Risco,O0790AAV0A,0.0,76.13,2010.0,264,303,602,369
SV831,30,2.93,9.0,176.0,56.67,5.0,21,6,5.1269595556932455,17,0,4.340573661412155,0.56,1,Baixo Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,2,12,27,21
SV853,162,2.52,29.0,727.0,57.29,5.0,119,30,30.318939546727144,79,0,16.2552109816505,6.74,1,Baixo Risco,O0853AAV0A,1.0,78.88,2014.93,26,105,115,95
SV863,54,6.67,35.0,360.0,25.93,5.0,83,13,22.426599852683438,41,0,11.29832615536671,2.75,0,Médio Risco,O0863AAV0A,0.15,33.78,2010.5,14,91,119,139
SV866,116,0.8,6.0,551.0,85.01,5.0,31,6,10.179344164485629,30,0,7.58705514657047,2.21,1,Baixo Risco,O0866AAV0A,1.0,55.28,2014.87,11,29,17,31
SV878,134,5.56,22.0,1924.0,35.55,5.0,157,44,37.15219662800188,71,3,18.204753320994516,15.07,0,Médio Risco,O0878AAV0A,0.2,62.67,2011.93,46,211,207,203
SV908,166,4.98,17.0,3729.0,6.68,5.0,167,87,30.40754918797382,107,2,25.729888727179592,10.7,0,Médio Risco,0,0.45480258899676373,59.403333333333336,2012.905210355987,80,211,215,184
SV917,191,5.04,77.0,4625.0,30.86,5.0,252,96,55.48830850685918,126,8,29.421474952928463,17.06,2,Alto Risco,O0917AAV0A,1.0,103.34,2017.0,85,366,270,304
SV921,63,1.76,7.0,197.0,50.0,5.0,37,0,13.009154286043934,15,0,4.835706563783051,0.89,1,Baixo Risco,O0921AAV0A,1.0,24.88,2015.0,15,23,57,67
SV922,37,0.67,3.0,140.0,80.95,5.0,8,0,2.935821455580639,10,0,2.6123314036160967,0.51,1,Baixo Risco,O0922AAV0A,0.109,31.91,2012.3,0,0,16,9
SVB665,182,8.99,39.0,9768.0,11.79,5.0,266,119,50.60255969433807,123,17,29.105380746621357,29.78,2,Alto Risco,O0665AAVBA,0.111,78.34,2010.47,160,361,556,306
SVB901,68,4.15,39.0,846.0,58.82,5.0,60,24,14.337762327902796,30,0,8.832991516492857,5.64,0,Médio Risco,O0901AAVBA,0.3,52.62,2012.95,36,57,121,50
